C	daily			OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
				Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Tons	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	%	%	%	%	MWh	MWh	MWh	MWh	%	%	%	%	Euro/MWh	Euro/MWh	Euro/MWh	Euro/MWh	Euro	Euro	Euro	Euro	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	Hours	Hours	Hours	Hours	%	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	Euro	Euro	Euro	Euro	 	 	 	 
	index	day	month	EXP	EXP	std	min	max	EXP	std	min	max	EXP	EXP	std	min	max	values	EXP	EXP	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	values	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max
	224	12	AUG	26353002	26078980	2332219	22135550	29983695	35.56	1.57	35.00	40.00	894136	0	0	0	0	0	0	0	841350	73438	747063	954016	88040	24047	56280	138852	0	0	0	0	0	0	0	0	0	0	0	0	745114	66635	632444	856677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8197	4500	0	17637	0	0	0	0	73.66	8.02	65.49	85.73	35960	9822	22990	56713	0	0	0	0	34.44	4.97	30.00	40.00	274022	144734	0	529113	0	0	0	0	0	0	0	0	0	0	0	0	0	1928000	61968	1800000	2016000	1182886	101581	1087323	1383556	1177020	99900	1084940	1374489	0	0	0	0	947	26	912	1008
	225	13	AUG	27526357	27184849	1876560	24459774	30778405	35.76	2.16	35.00	41.87	932052	0	0	0	0	0	0	0	875295	68887	791816	986802	88040	24047	56280	138852	0	0	0	0	0	0	0	0	0	0	0	0	776710	53616	698851	879383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10545	10060	0	31763	0	0	0	0	73.92	8.04	65.71	86.05	35959	9822	22989	56713	0	0	0	0	34.44	4.97	30.00	40.00	341509	329774	0	952893	0	0	0	0	0	0	0	0	0	0	0	0	0	1920000	74189	1728000	2016000	1143290	101090	940993	1317149	1134917	98816	940993	1301490	0	0	0	0	946	26	912	1008
	226	14	AUG	31207062	30413116	1411200	28015347	32566947	37.78	3.73	35.00	45.62	1038990	0	0	0	0	0	0	0	978642	58559	904024	1065974	88039	24046	56280	138852	0	0	0	0	0	0	0	0	0	0	0	0	864144	37259	800438	924493	0	0	0	0	0	0	0	0	0	0	0	0	3361	6050	0	19784	0	0	0	0	23097	15157	0	50767	0	0	0	0	74.13	8.09	65.88	86.28	35960	9822	22990	56713	0	0	0	0	34.44	4.97	30.00	40.00	793945	547043	0	2030686	0	0	0	0	0	0	0	0	0	0	0	0	0	1909333	72541	1728000	1992000	1041828	94539	868319	1191562	1038863	93279	857361	1167381	0	0	0	0	955	24	917	1008
	227	15	AUG	34112621	32392725	1606519	30058204	35200124	39.51	4.47	35.00	46.87	1093282	0	0	0	0	0	0	0	1057060	39656	991197	1094261	88039	24046	56280	138852	0	0	0	0	0	0	0	0	0	0	0	0	903294	25066	858806	931817	0	0	0	0	0	0	0	0	0	0	0	0	15549	20281	0	55266	0	0	0	0	50179	12493	26839	63979	0	0	0	0	74.17	8.14	65.93	86.52	35959	9822	22989	56713	0	0	0	0	34.44	4.97	30.00	40.00	1719896	467497	805175	2559179	0	0	0	0	0	0	0	0	0	0	0	0	0	1893333	75425	1728000	1992000	974491	105498	771880	1109194	990772	102699	795193	1114971	0	0	0	0	978	30	936	1012
	228	16	AUG	34983033	33193384	2207235	30378825	37059209	40.76	5.79	35.00	50.00	1113390	0	0	0	0	0	0	0	1077181	63496	976710	1173547	88039	24046	56280	138852	0	0	0	0	0	0	0	0	0	0	0	0	916756	35427	867966	970148	0	0	0	0	0	0	0	0	0	0	0	0	22139	33217	0	102784	0	0	0	0	50248	22804	12849	91345	0	0	0	0	74.03	8.24	65.82	86.76	35960	9822	22990	56713	0	0	0	0	34.44	4.97	30.00	40.00	1789648	961329	385457	3653809	0	0	0	0	0	0	0	0	0	0	0	0	0	1904000	78384	1728000	2016000	965106	112209	735714	1076034	981521	116024	746440	1104988	0	0	0	0	984	37	936	1046
	229	17	AUG	32585899	31359086	1955606	28021606	34825842	38.68	4.60	35.00	46.87	1062369	0	0	0	0	0	0	0	1014135	54947	891790	1095118	88039	24046	56280	138852	0	0	0	0	0	0	0	0	0	0	0	0	879565	38114	800617	911039	0	0	0	0	0	0	0	0	0	0	0	0	11487	20509	0	64076	0	0	0	0	35045	18188	12045	68803	0	0	0	0	73.93	8.30	65.61	87.02	35959	9822	22989	56713	0	0	0	0	34.44	4.97	30.00	40.00	1226812	701008	361341	2752109	0	0	0	0	0	0	0	0	0	0	0	0	0	1909333	86984	1704000	2016000	1018282	123425	767601	1166850	1017323	120846	767163	1151499	0	0	0	0	962	19	935	993
	230	18	AUG	29465816	28820505	2452679	24276265	32901277	37.15	3.41	35.00	43.75	983061	0	0	0	0	0	0	0	928643	69771	786214	1022217	88037	24048	56280	138852	0	0	0	0	0	0	0	0	0	0	0	0	816942	63435	693608	910687	0	0	0	0	0	0	0	0	0	0	0	0	4550	8008	0	20545	0	0	0	0	19113	10630	31	31122	0	0	0	0	74.01	8.32	65.59	87.18	35959	9822	22990	56713	0	0	0	0	34.44	4.97	30.00	40.00	645311	399928	1240	1244893	0	0	0	0	0	0	0	0	0	0	0	0	0	1901333	93143	1680000	2040000	1079841	133264	827196	1296072	1069239	132445	816522	1272521	0	0	0	0	933	26	888	964
	231	19	AUG	27872745	27434812	2645906	21529708	30715685	36.32	2.38	35.00	41.87	938881	0	0	0	0	0	0	0	884594	79318	704942	1005151	88038	24047	56286	138852	0	0	0	0	0	0	0	0	0	0	0	0	781619	74580	615135	877591	0	0	0	0	0	0	0	0	0	0	0	0	1563	3645	0	11651	0	0	0	0	13374	8120	143	24324	0	0	0	0	74.19	8.33	65.76	87.44	35959	9822	22989	56713	0	0	0	0	34.44	4.97	30.00	40.00	437934	268418	5720	896551	0	0	0	0	0	0	0	0	0	0	0	0	0	1893333	96296	1656000	2016000	1110151	131795	845617	1261833	1100353	129530	833648	1246186	0	0	0	0	921	30	854	957
	232	20	AUG	29901872	29583049	2404955	24297665	32814648	39.10	3.22	35.00	43.75	1003326	0	0	0	0	0	0	0	938109	73413	773347	1044764	88039	24046	56292	138852	0	0	0	0	0	0	0	0	0	0	0	0	831191	58412	694219	902569	0	0	0	0	0	0	0	0	0	0	0	0	9827	13544	0	40376	0	0	0	0	9053	9145	0	28559	0	0	0	0	74.45	8.35	65.96	87.79	35959	9822	22990	56713	0	0	0	0	34.44	4.97	30.00	40.00	318823	345040	0	1142368	0	0	0	0	0	0	0	0	0	0	0	0	0	1893333	76269	1704000	1992000	1052315	108688	823336	1201781	1051138	103088	852551	1201781	0	0	0	0	934	23	888	978
	233	21	AUG	34080233	32937178	2524852	27312670	35101961	43.19	5.40	35.00	50.00	1090578	0	0	0	0	0	0	0	1046812	74290	859544	1121685	88039	24046	56292	138852	0	0	0	0	0	0	0	0	0	0	0	0	891451	45294	780362	948055	0	0	0	0	0	0	0	0	0	0	0	0	34728	27674	0	80439	0	0	0	0	32594	16265	54	63330	0	0	0	0	74.63	8.38	66.09	88.10	35959	9821	22989	56712	0	0	0	0	34.44	4.97	30.00	40.00	1143055	623479	1620	2533192	0	0	0	0	0	0	0	0	0	0	0	0	0	1888000	69742	1728000	1992000	961821	103835	759561	1132614	965873	93750	808578	1128486	0	0	0	0	976	44	888	1022
	234	22	AUG	37764216	35670479	2464060	30673810	37762757	46.53	4.24	40.00	50.00	1141988	0	0	0	0	0	0	0	1137174	63474	982392	1198402	88039	24046	56292	138852	0	0	0	0	0	0	0	0	0	0	0	0	915311	34741	849468	960000	0	0	0	0	0	0	0	0	0	0	0	0	72692	40299	17743	117296	0	0	0	0	61132	20898	34948	103190	0	0	0	0	74.52	8.34	65.90	87.91	35959	9822	22990	56713	0	0	0	0	34.44	4.97	30.00	40.00	2093737	809573	1048452	4127616	0	0	0	0	0	0	0	0	0	0	0	0	0	1909333	39373	1848000	1992000	921330	80337	842704	1081112	932602	76739	823786	1088643	0	0	0	0	1021	55	913	1074
	235	23	AUG	38232337	35879591	2100815	31962679	37848189	47.36	4.11	39.37	50.00	1153388	0	0	0	0	0	0	0	1152394	37772	1058353	1198307	88037	24046	56292	138852	0	0	0	0	0	0	0	0	0	0	0	0	926709	33043	883182	984000	0	0	0	0	0	0	0	0	0	0	0	0	68895	38134	5309	112822	0	0	0	0	68752	17039	41167	97915	0	0	0	0	74.21	8.38	65.36	87.73	35959	9821	22989	56712	0	0	0	0	34.44	4.97	30.00	40.00	2352746	627146	1646689	3403506	0	0	0	0	0	0	0	0	0	0	0	0	0	1906667	53200	1824000	1992000	911062	74810	786236	1081056	920037	67081	822294	1070325	0	0	0	0	1022	57	922	1084
	236	24	AUG	35471019	33905852	2067471	30875485	37172024	44.86	4.35	35.62	50.00	1112003	0	0	0	0	0	0	0	1083859	39098	1019366	1148544	88037	24046	56292	138852	0	0	0	0	0	0	0	0	0	0	0	0	904016	28183	835803	933159	0	0	0	0	0	0	0	0	0	0	0	0	45306	36128	169	105040	0	0	0	0	46500	12534	30905	64436	0	0	0	0	74.03	8.42	65.12	87.82	35959	9822	22990	56713	0	0	0	0	34.44	4.97	30.00	40.00	1565167	333069	940604	1933085	0	0	0	0	0	0	0	0	0	0	0	0	0	1906667	64111	1776000	1968000	957345	73587	856399	1085916	954043	65615	858939	1094772	0	0	0	0	976	45	897	1058
	237	25	AUG	31358999	30710266	1918699	27252890	33155521	40.69	4.19	35.00	45.63	1032992	0	0	0	0	0	0	0	977360	49964	868633	1045282	88037	24046	56292	138852	0	0	0	0	0	0	0	0	0	0	0	0	851883	37529	778654	899879	0	0	0	0	0	0	0	0	0	0	0	0	17887	17425	0	50349	0	0	0	0	19552	15447	63	43902	0	0	0	0	74.02	8.41	65.35	88.00	35959	9821	22989	56712	0	0	0	0	34.44	4.97	30.00	40.00	648733	545300	2520	1756062	0	0	0	0	0	0	0	0	0	0	0	0	0	1917333	51156	1824000	1968000	1047563	70424	956236	1162627	1035611	72373	951625	1150934	0	0	0	0	940	23	888	961
	238	26	AUG	29843525	29499622	1088436	27651710	31449897	39.58	2.73	35.00	43.13	1004638	0	0	0	0	0	0	0	938104	23637	901095	977083	88038	24047	56292	138852	0	0	0	0	0	0	0	0	0	0	0	0	834157	27176	790049	875528	0	0	0	0	0	0	0	0	0	0	0	0	6082	7998	0	23586	0	0	0	0	9826	6178	3251	22979	0	0	0	0	74.23	8.45	65.43	88.33	35959	9822	22990	56713	0	0	0	0	34.44	4.97	30.00	40.00	343903	245164	97534	919146	0	0	0	0	0	0	0	0	0	0	0	0	0	1917333	44462	1848000	1992000	1077094	55990	956344	1153951	1069226	62773	933365	1164115	0	0	0	0	924	23	888	959
	239	27	AUG	33287716	32405324	1425952	30491713	34271456	43.40	2.04	41.25	47.50	1077166	0	0	0	0	0	0	0	1026623	44435	968604	1105571	88039	24047	56292	138852	0	0	0	0	0	0	0	0	0	0	0	0	882438	32510	837940	947895	0	0	0	0	0	0	0	0	0	0	0	0	30400	25657	261	84248	0	0	0	0	25746	6023	16310	36556	0	0	0	0	74.44	8.49	65.55	88.60	35959	9821	22989	56712	0	0	0	0	34.44	4.97	30.00	40.00	882392	240943	559237	1462234	0	0	0	0	0	0	0	0	0	0	0	0	0	1904000	48000	1848000	1992000	991162	51267	915461	1075048	978819	52157	892838	1058738	0	0	0	0	957	33	922	1024
	240	28	AUG	37622127	35821461	1320284	34330366	37667027	48.61	1.74	45.63	50.00	1154160	0	0	0	0	0	0	0	1136249	41653	1078381	1219815	88037	24048	56292	138852	0	0	0	0	0	0	0	0	0	0	0	0	928593	27074	888000	976575	0	0	0	0	0	0	0	0	0	0	0	0	66414	36631	14027	114941	0	0	0	0	53205	14301	25057	82054	0	0	0	0	74.39	8.48	65.49	88.39	35959	9822	22990	56713	0	0	0	0	34.44	4.97	30.00	40.00	1800666	448545	1002299	2461629	0	0	0	0	0	0	0	0	0	0	0	0	0	1909333	45412	1848000	1992000	914326	53747	821059	1001398	910095	52951	820462	1002152	0	0	0	0	1025	31	996	1080
	241	29	AUG	40158169	37752263	2659018	34518837	43455736	49.44	0.86	47.50	50.00	1182854	0	0	0	0	0	0	0	1195470	53563	1111776	1267124	88037	24048	56292	138852	0	0	0	0	0	0	0	0	0	0	0	0	935676	40524	864000	1006338	0	0	0	0	0	0	0	0	0	0	0	0	100072	70693	7143	264315	0	0	0	0	71685	23372	42672	125736	0	0	0	0	74.12	8.45	65.22	88.04	35959	9821	22989	56712	0	0	0	0	34.44	4.97	30.00	40.00	2405906	664105	1706875	3772080	0	0	0	0	0	0	0	0	0	0	0	0	0	1917333	41484	1872000	2016000	881585	75065	743685	1002519	889148	63132	779837	995479	0	0	0	0	1071	74	980	1233
	242	30	AUG	39605587	37518105	2746789	33397414	42612301	48.33	1.69	45.00	50.00	1184479	0	0	0	0	0	0	0	1181555	58443	1063996	1246868	88037	24048	56292	138852	0	0	0	0	0	0	0	0	0	0	0	0	941362	41110	888000	1005894	0	0	0	0	0	0	0	0	0	0	0	0	91409	67485	31195	230646	0	0	0	0	60747	14454	41714	87280	0	0	0	0	73.83	8.45	64.97	87.87	35959	9822	22990	56713	0	0	0	0	34.44	4.97	30.00	40.00	2087482	589367	1413405	3491201	0	0	0	0	0	0	0	0	0	0	0	0	0	1917333	39911	1872000	1992000	884563	66314	777354	980506	895204	60443	797012	989408	0	0	0	0	1069	57	975	1162
	243	31	AUG	37585303	36124602	3231393	33291226	43239907	46.04	3.16	41.25	50.00	1156206	0	0	0	0	0	0	0	1130342	69680	1049260	1245317	88038	24047	56292	138852	0	0	0	0	0	0	0	0	0	0	0	0	926553	43684	864000	1008553	0	0	0	0	0	0	0	0	0	0	0	0	73905	74332	1278	209598	0	0	0	0	41846	13679	18230	61952	0	0	0	0	73.68	8.52	64.69	87.94	35959	9821	22989	56712	0	0	0	0	34.44	4.97	30.00	40.00	1460701	572220	546900	2478071	0	0	0	0	0	0	0	0	0	0	0	0	0	1904000	48000	1848000	1968000	903542	83603	750402	1017370	912688	74665	786531	1021766	0	0	0	0	1048	102	956	1312
	244	01	SEP	33630904	32805641	3227137	29334970	38175212	42.85	5.07	35.00	50.00	1085995	0	0	0	0	0	0	0	1025374	86808	928351	1153353	79551	18911	54408	109680	0	0	0	0	0	0	0	0	0	0	0	0	887599	57588	820513	1016278	0	0	0	0	0	0	0	0	0	0	0	0	34793	44986	0	141904	0	0	0	0	23430	17299	0	49271	0	0	0	0	73.68	8.63	64.73	88.24	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	825263	663838	0	1970830	0	0	0	0	0	0	0	0	0	0	0	0	0	1885333	62082	1824000	1992000	962941	104423	794096	1153858	956604	109003	793392	1153858	0	0	0	0	976	58	892	1062
	245	02	SEP	30796407	30463989	2489570	26929385	34101893	39.79	3.96	35.00	46.25	1025515	0	0	0	0	0	0	0	952376	68997	854029	1048032	79551	18912	54408	109680	0	0	0	0	0	0	0	0	0	0	0	0	846086	52850	769411	949902	0	0	0	0	0	0	0	0	0	0	0	0	17019	21439	0	64252	0	0	0	0	9719	9735	0	27057	0	0	0	0	73.85	8.67	64.89	88.66	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	332418	347207	0	1082273	0	0	0	0	0	0	0	0	0	0	0	0	0	1880000	65970	1800000	1992000	1016894	103511	853197	1186481	1012456	106589	844574	1186481	0	0	0	0	949	41	892	1033
	246	03	SEP	32686520	32138083	2861787	29388820	38063493	41.81	4.22	35.00	50.00	1069197	0	0	0	0	0	0	0	1001839	68146	927637	1117123	79551	18912	54408	109680	0	0	0	0	0	0	0	0	0	0	0	0	876333	40914	835552	980541	0	0	0	0	0	0	0	0	0	0	0	0	29328	47366	0	156470	0	0	0	0	16626	11232	0	39602	0	0	0	0	74.06	8.69	65.00	89.06	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	548437	361083	0	1188069	0	0	0	0	0	0	0	0	0	0	0	0	0	1888000	69742	1776000	2016000	982338	98413	755530	1097232	982912	94220	775149	1097232	0	0	0	0	966	53	906	1074
	247	04	SEP	36044827	34485595	2194111	31828060	39506980	45.69	3.10	40.63	50.00	1136829	0	0	0	0	0	0	0	1093715	59145	1019454	1183256	79548	18912	54399	109680	0	0	0	0	0	0	0	0	0	0	0	0	926925	43755	864000	1028256	0	0	0	0	0	0	0	0	0	0	0	0	40864	55802	0	185340	0	0	0	0	46377	20096	9715	80859	0	0	0	0	74.11	8.64	64.91	89.10	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	1559232	648488	388600	2425765	0	0	0	0	0	0	0	0	0	0	0	0	0	1890667	70453	1776000	2016000	922877	88191	726660	1039790	922825	83395	723045	1026663	0	0	0	0	1012	79	954	1224
	248	05	SEP	37491557	35535533	2481016	32342563	40757258	46.67	2.78	42.50	50.00	1153689	0	0	0	0	0	0	0	1127748	61153	1015290	1210948	79548	18913	54396	109680	0	0	0	0	0	0	0	0	0	0	0	0	932389	45520	840000	1007856	0	0	0	0	0	0	0	0	0	0	0	0	58039	66460	12299	227145	0	0	0	0	57773	18690	33848	88556	0	0	0	0	73.95	8.55	64.64	88.63	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	1956024	550816	1015435	2656680	0	0	0	0	0	0	0	0	0	0	0	0	0	1890667	59628	1776000	1992000	900239	81954	708855	1002904	907351	75347	724164	983068	0	0	0	0	1030	71	958	1202
	249	06	SEP	38042045	35926729	2210755	33666288	40348903	48.06	2.01	44.37	50.00	1166061	0	0	0	0	0	0	0	1142697	38116	1088983	1199566	79548	18913	54396	109680	0	0	0	0	0	0	0	0	0	0	0	0	942231	37361	888000	1007824	0	0	0	0	0	0	0	0	0	0	0	0	58973	54605	4717	185378	0	0	0	0	61945	18456	27210	84602	0	0	0	0	73.68	8.51	64.52	88.10	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	2115316	672704	1088392	3055539	0	0	0	0	0	0	0	0	0	0	0	0	0	1898667	58180	1824000	2040000	897463	77479	750622	1011568	901964	69791	739163	980654	0	0	0	0	1036	80	959	1231
	250	07	SEP	35249751	33983124	1832066	31648905	37225272	44.31	2.72	41.25	50.00	1128975	0	0	0	0	0	0	0	1072732	44074	1008242	1144306	79548	18913	54396	109680	0	0	0	0	0	0	0	0	0	0	0	0	924587	34119	879301	978524	0	0	0	0	0	0	0	0	0	0	0	0	32452	34943	3091	122905	0	0	0	0	36146	14184	16044	67792	0	0	0	0	73.54	8.54	64.54	88.01	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	1266628	622329	636480	2711676	0	0	0	0	0	0	0	0	0	0	0	0	0	1912000	49315	1824000	2016000	954961	67876	813095	1031831	948412	67740	795444	1019608	0	0	0	0	993	37	928	1039
	251	08	SEP	31585557	31123592	1728777	28576800	33531748	40.00	2.93	35.00	43.75	1059592	0	0	0	0	0	0	0	978563	41137	915324	1043210	79548	18913	54396	109680	0	0	0	0	0	0	0	0	0	0	0	0	879627	42970	816480	950091	0	0	0	0	0	0	0	0	0	0	0	0	6733	11507	0	38874	0	0	0	0	12655	11237	0	31556	0	0	0	0	73.61	8.62	64.38	88.22	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	461965	434341	0	1262234	0	0	0	0	0	0	0	0	0	0	0	0	0	1906667	57812	1824000	1992000	1020307	75018	882610	1122039	1015482	76650	876007	1122039	0	0	0	0	960	42	873	1013
	252	09	SEP	30787245	30485059	2248345	26963160	34330254	39.24	2.88	35.00	44.37	1032086	0	0	0	0	0	0	0	954254	56643	869220	1034140	79548	18913	54396	109680	0	0	0	0	0	0	0	0	0	0	0	0	854186	47725	770376	928853	0	0	0	0	0	0	0	0	0	0	0	0	11771	24209	0	77849	0	0	0	0	8749	7230	0	23019	0	0	0	0	73.83	8.72	64.37	88.64	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	302186	238839	0	690559	0	0	0	0	0	0	0	0	0	0	0	0	0	1909333	70755	1752000	1992000	1043376	100611	804499	1149624	1042615	98998	808900	1149624	0	0	0	0	957	41	876	1008
	253	10	SEP	33078880	32712412	3126395	27834124	38018205	40.97	4.67	35.00	50.00	1087717	0	0	0	0	0	0	0	1012307	74877	897242	1121374	79548	18913	54396	109680	0	0	0	0	0	0	0	0	0	0	0	0	891242	52564	795261	949674	0	0	0	0	0	0	0	0	0	0	0	0	30379	37168	0	121964	0	0	0	0	11139	9218	1000	30877	0	0	0	0	74.06	8.77	64.52	89.04	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	366468	272293	30000	926313	0	0	0	0	0	0	0	0	0	0	0	0	0	1925333	50315	1824000	1992000	1003713	102698	790036	1138077	1004550	96169	813452	1137727	0	0	0	0	995	51	910	1060
	254	11	SEP	36964391	35561032	3361739	28728315	39868689	44.58	5.67	35.00	50.00	1152292	0	0	0	0	0	0	0	1110763	81940	934609	1204682	79548	18913	54396	109680	0	0	0	0	0	0	0	0	0	0	0	0	930205	49240	820809	984000	0	0	0	0	0	0	0	0	0	0	0	0	60077	50878	0	158974	0	0	0	0	40933	16205	14956	73238	0	0	0	0	74.18	8.81	64.58	89.43	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	1403359	537159	448680	2197144	0	0	0	0	0	0	0	0	0	0	0	0	0	1941333	55936	1872000	2040000	951051	96262	801026	1134852	946549	94948	795874	1110428	0	0	0	0	1050	61	912	1135
	255	12	SEP	41289458	38801990	3259852	33422438	43184850	47.01	5.25	35.00	50.00	1211930	0	0	0	0	0	0	0	1213498	68210	1088602	1306525	79548	18913	54396	109680	0	0	0	0	0	0	0	0	0	0	0	0	956803	36267	912000	1031063	0	0	0	0	0	0	0	0	0	0	0	0	106278	62257	0	181521	0	0	0	0	70869	22534	33751	118424	0	0	0	0	73.96	8.94	64.17	89.56	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	2487468	1027865	1012536	4736960	0	0	0	0	0	0	0	0	0	0	0	0	0	1949333	64773	1848000	2016000	886253	89791	786253	1061073	901141	92812	784443	1081081	0	0	0	0	1117	82	978	1277
	256	13	SEP	41488700	39051121	3771605	33456774	46333452	47.29	5.24	35.00	50.00	1219125	0	0	0	0	0	0	0	1220538	68448	1102810	1313243	79548	18913	54396	109680	0	0	0	0	0	0	0	0	0	0	0	0	962194	32953	912000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	107487	70400	0	254669	0	0	0	0	71309	26479	43945	117712	0	0	0	0	73.58	8.98	63.35	88.98	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	2437579	909970	1318348	4039060	0	0	0	0	0	0	0	0	0	0	0	0	0	1949333	62766	1824000	2040000	879653	90005	753331	1012749	895242	87405	788407	1060402	0	0	0	0	1121	111	961	1377
	257	14	SEP	38900659	37193069	3568462	31454290	43738893	46.04	6.15	35.00	50.00	1181324	0	0	0	0	0	0	0	1155097	88046	1026802	1288071	79548	18913	54396	109680	0	0	0	0	0	0	0	0	0	0	0	0	942316	37667	898694	1032000	0	0	0	0	0	0	0	0	0	0	0	0	84240	62570	0	202778	0	0	0	0	48992	23404	19156	99448	0	0	0	0	73.31	8.98	63.09	88.65	34092	8106	23313	47005	0	0	0	0	34.44	4.97	30.00	40.00	1707590	950831	766260	3977904	0	0	0	0	0	0	0	0	0	0	0	0	0	1949333	53996	1848000	2016000	922777	97943	805222	1085465	924383	94976	818129	1087067	0	0	0	0	1083	110	936	1351
	258	15	SEP	34472493	33598565	2879159	28745954	37685888	42.78	5.28	35.00	50.00	1114699	0	0	0	0	0	0	0	1050465	72622	942376	1162210	79548	18913	54396	109680	0	0	0	0	0	0	0	0	0	0	0	0	912200	46729	821313	989996	0	0	0	0	0	0	0	0	0	0	0	0	33431	34122	0	101150	0	0	0	0	25286	11201	1833	39380	0	0	0	0	73.28	9.08	63.21	88.80	34092	8106	23313	47006	0	0	0	0	34.44	4.97	30.00	40.00	873929	454803	73320	1575186	0	0	0	0	0	0	0	0	0	0	0	0	0	1941333	66399	1824000	2040000	995702	106384	852974	1150846	981351	109628	836204	1134884	0	0	0	0	1004	48	912	1068
	259	16	SEP	33051820	32468526	2937356	28406000	37326929	40.83	4.45	35.00	47.50	1086937	0	0	0	0	0	0	0	1014711	77323	869509	1110909	79548	18913	54396	109680	0	0	0	0	0	0	0	0	0	0	0	0	893993	53317	811600	979372	0	0	0	0	0	0	0	0	0	0	0	0	23575	23793	0	75834	0	0	0	0	17595	11055	0	35073	0	0	0	0	73.39	9.11	63.44	89.01	34092	8106	23313	47005	0	0	0	0	34.44	4.97	30.00	40.00	583294	353692	0	1052196	0	0	0	0	0	0	0	0	0	0	0	0	0	1960000	68819	1824000	2040000	1042432	113819	875829	1228400	1028363	114514	870724	1228400	0	0	0	0	998	42	930	1058
