C	area	id	hourly
	VARIABLES	BEGIN	END
	58	1	8736

C	hourly				OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	BALANCE	BALANCE	LOAD	LOAD	H. ROR	H. ROR	WIND	WIND	SOLAR	SOLAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	COAL	COAL	GAS	GAS	OIL	OIL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. PUMP	H. PUMP	H. LEV	H. LEV	H. INFL	H. INFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	AVL DTG	AVL DTG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	NP COST	NP COST	NODU	NODU
					Euro	Euro	Euro	Euro	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	%	%	MWh	MWh	%	%	Euro/MWh	Euro/MWh	Euro	Euro	MWh	MWh	MWh	MWh	Hours	Hours	MWh	MWh	MWh	MWh	MWh	MWh	Euro	Euro	 	 
	index	day	month	hour	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max
	7548	11	NOV	11:00	7	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	7	6	1	1	1	7	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	3	4	5	7	5	4	1	1	4	7
	7549	11	NOV	12:00	4	2	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	4	2	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	3	4	1	4	5	7	1	1	4	7
	7550	11	NOV	13:00	7	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	7	5	1	1	1	7	1	1	8	9	8	5	1	1	3	1	1	6	1	1	1	1	1	1	3	4	5	7	5	4	1	1	4	7
	7551	11	NOV	14:00	4	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	4	6	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	3	4	5	4	5	4	1	1	4	7
	7552	11	NOV	15:00	3	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	6	1	1	1	3	1	1	8	9	8	5	1	1	3	1	1	3	1	1	1	1	1	1	3	4	5	7	3	4	1	1	4	7
	7553	11	NOV	16:00	4	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	4	2	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	3	4	5	4	3	4	1	1	4	7
	7554	11	NOV	17:00	9	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	9	5	1	1	2	7	1	1	8	9	8	5	1	1	3	1	2	1	1	1	1	1	1	1	3	4	5	7	3	4	1	1	4	7
	7555	11	NOV	18:00	1	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	1	6	1	1	3	1	1	1	8	9	8	5	1	1	3	1	3	1	1	1	1	1	1	1	3	4	5	1	3	4	1	1	4	7
	7556	11	NOV	19:00	4	2	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	4	2	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	3	4	6	4	3	4	1	1	4	7
	7557	11	NOV	20:00	4	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	4	2	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	6	1	1	1	1	1	1	3	4	5	4	2	4	1	1	4	7
	7558	11	NOV	21:00	3	2	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	2	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	3	4	6	4	2	4	1	1	4	7
	7559	11	NOV	22:00	3	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	2	1	1	1	3	1	1	8	9	8	5	1	1	3	1	1	6	1	1	1	1	1	1	3	4	5	8	2	4	1	1	4	7
	7560	11	NOV	23:00	9	6	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	9	6	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	3	4	6	7	5	4	1	1	4	7
	7561	12	NOV	00:00	5	2	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	5	2	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	3	7	2	5	2	7	1	1	4	7
	7562	12	NOV	01:00	9	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	4	2	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	3	7	1	4	1	7	1	1	4	7
	7563	12	NOV	02:00	3	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	3	2	1	1	1	3	1	1	8	9	8	5	1	1	3	1	1	6	1	1	1	1	1	1	3	7	1	3	1	7	1	1	4	7
	7564	12	NOV	03:00	4	1	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	4	6	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	3	7	1	4	2	7	1	1	4	7
	7565	12	NOV	04:00	4	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	4	2	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	3	7	2	4	2	7	1	1	4	7
	7566	12	NOV	05:00	9	2	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	4	2	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	3	7	1	4	1	7	1	1	4	7
	7567	12	NOV	06:00	9	2	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	5	2	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	3	7	1	5	1	7	1	1	4	7
	7568	12	NOV	07:00	3	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	3	5	1	1	4	1	1	1	8	9	8	5	1	1	3	1	4	1	1	1	1	1	1	1	3	7	5	3	1	7	1	1	4	7
	7569	12	NOV	08:00	9	2	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	4	2	1	1	2	5	1	1	8	9	8	5	1	1	3	1	2	5	1	1	1	1	1	1	3	7	2	7	1	7	1	1	4	7
	7570	12	NOV	09:00	9	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	3	2	1	1	1	1	1	1	8	9	8	5	1	1	3	1	1	1	1	1	1	1	1	1	3	7	1	7	1	7	1	1	4	7
	7571	12	NOV	10:00	3	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	4	1	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	3	7	1	7	1	7	1	1	4	7
	7572	12	NOV	11:00	3	1	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	3	1	1	1	1	3	1	1	8	9	8	5	1	1	3	1	1	2	1	1	1	1	1	1	3	7	1	3	1	7	1	1	4	7
	7573	12	NOV	12:00	3	1	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	4	1	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	3	7	1	7	1	7	1	1	4	7
	7574	12	NOV	13:00	6	2	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	7	2	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	3	7	1	7	1	7	1	1	4	7
	7575	12	NOV	14:00	7	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	7	2	1	1	1	7	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	3	7	1	7	1	7	1	1	4	7
	7576	12	NOV	15:00	4	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	4	5	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	3	7	5	4	1	7	1	1	4	7
	7577	12	NOV	16:00	3	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	4	2	1	1	2	4	1	1	8	9	8	5	1	1	3	1	2	1	1	1	1	1	1	1	3	7	5	7	2	3	1	1	4	7
	7578	12	NOV	17:00	3	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	3	2	1	1	1	3	1	1	8	9	8	5	1	1	3	1	1	6	1	1	1	1	1	1	3	7	5	3	2	3	1	1	4	7
	7579	12	NOV	18:00	3	2	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	4	2	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	3	7	1	4	2	3	1	1	4	7
	7580	12	NOV	19:00	3	1	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	3	1	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	3	7	1	7	2	3	1	1	4	7
	7581	12	NOV	20:00	6	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	7	2	1	1	1	7	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	3	7	5	7	2	3	1	1	4	7
	7582	12	NOV	21:00	6	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	6	2	1	1	1	6	1	1	8	9	8	5	1	1	3	1	1	6	1	1	1	1	1	1	3	7	5	6	2	3	1	1	4	7
	7583	12	NOV	22:00	7	4	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	7	6	1	1	3	5	1	1	8	9	8	5	1	1	3	1	3	5	1	1	1	1	1	1	3	7	8	7	2	3	1	1	4	7
	7584	12	NOV	23:00	6	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	4	5	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	3	7	5	4	5	7	1	1	4	7
	7585	13	NOV	00:00	9	5	3	9	1	1	9	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	5	1	1	1	9	1	1	8	9	8	5	1	1	3	1	1	9	1	1	1	1	1	1	6	7	5	3	2	3	1	1	4	7
	7586	13	NOV	01:00	7	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	2	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	7	2	7	2	3	1	1	4	7
	7587	13	NOV	02:00	3	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	5	1	1	1	1	1	1	8	9	8	5	1	1	3	1	1	1	1	1	1	1	1	1	6	7	5	3	2	3	1	1	4	7
	7588	13	NOV	03:00	3	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	2	1	1	2	4	1	1	8	9	8	5	1	1	3	1	2	5	1	1	1	1	1	1	6	7	2	3	5	3	1	1	4	7
	7589	13	NOV	04:00	7	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	5	1	1	1	7	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	6	7	5	7	5	3	1	1	4	7
	7590	13	NOV	05:00	1	5	3	9	1	1	1	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	1	5	1	1	2	9	1	1	8	9	8	5	1	1	3	1	2	1	1	1	1	1	1	1	6	7	5	1	5	7	1	1	4	7
	7591	13	NOV	06:00	1	5	3	9	1	1	1	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	1	5	1	1	2	7	1	1	8	9	8	5	1	1	3	1	2	7	1	1	1	1	1	1	6	7	5	7	5	3	1	1	4	7
	7592	13	NOV	07:00	6	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	6	9	1	1	1	6	1	1	8	9	8	5	1	1	3	1	1	6	1	1	1	1	1	1	6	7	9	6	9	3	1	1	4	7
	7593	13	NOV	08:00	7	9	3	9	1	1	3	4	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	9	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	7	9	7	9	3	1	1	4	7
	7594	13	NOV	09:00	7	4	3	9	1	1	3	4	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	9	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	7	9	7	9	3	1	1	4	7
	7595	13	NOV	10:00	2	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	2	5	1	1	1	2	1	1	8	9	8	5	1	1	3	1	1	2	1	1	1	1	1	1	6	7	5	2	5	7	1	1	4	7
	7596	13	NOV	11:00	7	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	5	1	1	2	7	1	1	8	9	8	5	1	1	3	1	2	7	1	1	1	1	1	1	6	7	5	7	9	7	1	1	4	7
	7597	13	NOV	12:00	6	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	6	5	1	1	1	9	1	1	8	9	8	5	1	1	3	1	1	9	1	1	1	1	1	1	6	7	5	6	9	7	1	1	4	7
	7598	13	NOV	13:00	3	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	9	1	1	2	4	1	1	8	9	8	5	1	1	3	1	2	5	1	1	1	1	1	1	6	7	9	3	2	3	1	1	4	7
	7599	13	NOV	14:00	7	4	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	9	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	7	9	7	2	3	1	1	9	7
	7600	13	NOV	15:00	7	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	5	1	1	1	7	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	6	7	5	7	2	3	1	1	9	5
	7601	13	NOV	16:00	1	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	1	9	1	1	2	5	1	1	8	9	8	5	1	1	3	1	2	5	1	1	1	1	1	1	6	7	9	1	2	3	1	1	1	5
	7602	13	NOV	17:00	7	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	5	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	6	7	5	7	2	3	1	1	1	5
	7603	13	NOV	18:00	7	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	2	1	1	2	4	1	1	8	9	8	5	1	1	3	1	2	5	1	1	1	1	1	1	6	7	2	7	5	3	1	1	1	5
	7604	13	NOV	19:00	3	4	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	2	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	7	2	3	5	3	1	1	1	5
	7605	13	NOV	20:00	7	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	5	1	1	2	7	1	1	8	9	8	5	1	1	3	1	2	7	1	1	1	1	1	1	6	7	5	7	5	3	1	1	1	5
	7606	13	NOV	21:00	3	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	5	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	6	7	5	3	2	3	1	1	1	5
	7607	13	NOV	22:00	8	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	8	9	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	7	9	8	2	3	1	1	1	5
	7608	13	NOV	23:00	6	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	9	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	7	9	4	2	3	1	1	1	5
	7609	14	NOV	00:00	1	4	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	1	9	1	1	2	1	1	1	8	9	8	5	1	1	3	1	2	1	1	1	1	1	1	1	6	4	9	1	5	3	1	1	1	4
	7610	14	NOV	01:00	3	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	5	1	1	1	9	1	1	8	9	8	5	1	1	3	1	1	9	1	1	1	1	1	1	6	4	5	3	2	3	1	1	1	4
	7611	14	NOV	02:00	6	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	8	9	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	4	9	8	2	3	1	1	1	4
	7612	14	NOV	03:00	8	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	5	1	1	2	1	1	1	8	9	8	5	1	1	3	1	2	1	1	1	1	1	1	1	6	4	5	4	2	3	1	1	1	4
	7613	14	NOV	04:00	4	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	9	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	4	9	4	2	3	1	1	1	4
	7614	14	NOV	05:00	3	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	5	1	1	1	3	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	6	4	5	3	9	3	1	1	1	4
	7615	14	NOV	06:00	3	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	5	1	1	1	3	1	1	8	9	8	5	1	1	3	1	1	8	1	1	1	1	1	1	6	4	5	3	9	3	1	1	1	4
	7616	14	NOV	07:00	7	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	5	1	1	1	7	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	6	4	5	7	9	3	1	1	1	4
	7617	14	NOV	08:00	1	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	5	1	1	2	1	1	1	8	9	8	5	1	1	3	1	2	1	1	1	1	1	1	1	6	4	5	1	2	3	1	1	1	4
	7618	14	NOV	09:00	8	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	8	5	1	1	1	9	1	1	8	9	8	5	1	1	3	1	1	8	1	1	1	1	1	1	6	4	5	8	2	3	1	1	1	4
	7619	14	NOV	10:00	7	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	9	1	1	3	1	1	1	8	9	8	5	1	1	3	1	3	1	1	1	1	1	1	1	6	4	9	7	2	3	1	1	1	4
	7620	14	NOV	11:00	8	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	8	9	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	4	9	8	2	3	1	1	1	4
	7621	14	NOV	12:00	3	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	9	1	1	4	1	1	1	8	9	8	5	1	1	3	1	4	1	1	1	1	1	1	1	6	4	9	3	2	3	1	1	1	4
	7622	14	NOV	13:00	4	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	5	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	6	4	5	7	2	3	1	1	1	4
	7623	14	NOV	14:00	3	7	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	7	1	1	4	1	1	1	8	9	8	5	1	1	3	1	4	1	1	1	1	1	1	1	6	4	8	3	9	3	1	1	1	4
	7624	14	NOV	15:00	4	1	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	1	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	4	8	4	9	3	1	1	6	4
	7625	14	NOV	16:00	3	7	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	7	1	1	4	1	1	1	8	9	8	5	1	1	3	1	4	1	1	1	1	1	1	1	6	4	7	3	9	3	1	1	6	4
	7626	14	NOV	17:00	8	1	3	2	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	8	1	1	1	3	5	1	1	8	9	8	5	1	1	3	1	3	5	1	1	1	1	1	1	6	4	1	8	9	3	1	1	6	4
	7627	14	NOV	18:00	3	5	3	9	1	1	6	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	5	1	1	6	3	1	1	8	9	8	5	1	1	3	1	6	7	1	1	1	1	1	1	6	4	5	4	5	4	1	1	6	4
	7628	14	NOV	19:00	6	5	3	7	1	1	6	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	5	1	1	3	4	1	1	8	9	8	5	1	1	3	1	3	6	1	1	1	1	1	1	6	4	5	4	5	4	1	1	6	4
	7629	14	NOV	20:00	4	5	3	9	1	1	6	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	5	1	1	6	4	1	1	8	9	8	5	1	1	3	1	6	2	1	1	1	1	1	1	6	4	5	4	5	4	1	1	3	4
	7630	14	NOV	21:00	3	1	3	9	1	1	6	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	1	1	1	1	3	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	4	1	3	5	3	1	1	3	4
	7631	14	NOV	22:00	1	5	3	5	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	1	5	1	1	3	1	1	1	8	9	8	5	1	1	3	1	3	1	1	1	1	1	1	1	6	4	5	1	5	3	1	1	3	4
	7632	14	NOV	23:00	6	2	3	2	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	6	2	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	4	2	6	5	3	1	1	3	4
	7633	15	NOV	00:00	9	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	5	2	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	4	2	9	2	3	1	1	3	5
	7634	15	NOV	01:00	3	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	5	1	1	5	1	1	1	8	9	8	5	1	1	3	1	5	1	1	1	1	1	1	1	6	4	5	3	2	3	1	1	3	5
	7635	15	NOV	02:00	3	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	9	1	1	2	1	1	1	8	9	8	5	1	1	3	1	2	1	1	1	1	1	1	1	6	4	9	3	2	3	1	1	3	5
	7636	15	NOV	03:00	4	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	9	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	4	9	4	2	3	1	1	3	5
	7637	15	NOV	04:00	5	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	5	2	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	4	2	5	2	3	1	1	3	5
	7638	15	NOV	05:00	6	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	6	9	1	1	3	1	1	1	8	9	8	5	1	1	3	1	3	1	1	1	1	1	1	1	6	4	9	6	2	3	1	1	3	5
	7639	15	NOV	06:00	4	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	2	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	6	4	2	4	2	3	1	1	3	5
	7640	15	NOV	07:00	3	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	9	1	1	2	1	1	1	8	9	8	5	1	1	3	1	2	1	1	1	1	1	1	1	6	4	9	3	2	3	1	1	3	5
	7641	15	NOV	08:00	3	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	2	1	1	2	1	1	1	8	9	8	5	1	1	3	1	2	1	1	1	1	1	1	1	6	4	2	3	2	3	1	1	3	5
	7642	15	NOV	09:00	6	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	6	2	1	1	1	7	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	6	4	2	7	2	3	1	1	3	5
	7643	15	NOV	10:00	8	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	8	9	1	1	3	1	1	1	8	9	8	5	1	1	3	1	3	1	1	1	1	1	1	1	6	4	9	1	2	3	1	1	3	5
	7644	15	NOV	11:00	7	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	9	1	1	3	4	1	1	8	9	8	5	1	1	3	1	3	5	1	1	1	1	1	1	6	4	9	7	2	3	1	1	3	5
	7645	15	NOV	12:00	7	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	2	1	1	1	5	1	1	8	4	8	5	1	1	3	1	1	5	1	1	1	1	1	1	6	4	2	7	2	3	1	1	3	5
	7646	15	NOV	13:00	6	2	3	9	1	1	6	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	6	9	1	1	1	6	1	1	8	4	8	5	1	1	3	1	1	6	1	1	1	1	1	1	6	4	2	6	2	3	1	1	3	5
	7647	15	NOV	14:00	6	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	2	1	1	3	1	1	1	8	4	8	5	1	1	3	1	3	1	1	1	1	1	1	1	6	4	2	4	2	3	1	1	3	5
	7648	15	NOV	15:00	3	1	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	1	1	1	4	3	1	1	8	4	8	5	1	1	3	1	4	5	1	1	1	1	1	1	6	4	1	3	2	3	1	1	3	5
