block,component,output,absolute_time_index,block_time_index,scenario_index,value,basis_status
1,gen1,p,123,123,2,2318.000000,Basic
1,gen1,p,124,124,2,1884.000000,Basic
1,gen1,p,125,125,2,1826.000000,Basic
1,gen1,p,126,126,2,1982.000000,Basic
1,gen1,p,127,127,2,2253.000000,Basic
1,gen1,p,128,128,2,2609.000000,Basic
1,gen1,p,129,129,2,3250.000000,Basic
1,gen1,p,130,130,2,3790.000000,Basic
1,gen1,p,131,131,2,3812.000000,Basic
1,gen1,p,132,132,2,3930.000000,Basic
1,gen1,p,133,133,2,3836.000000,Basic
1,gen1,p,134,134,2,3603.000000,Basic
1,gen1,p,135,135,2,3439.000000,Basic
1,gen1,p,136,136,2,3601.000000,Basic
1,gen1,p,137,137,2,3536.000000,Basic
1,gen1,p,138,138,2,3585.000000,Basic
1,gen1,p,139,139,2,3655.000000,Basic
1,gen1,p,140,140,2,3877.000000,Basic
1,gen1,p,141,141,2,3389.000000,Basic
1,gen1,p,142,142,2,3491.000000,Basic
1,gen1,p,143,143,2,4023.000000,Basic
1,gen1,p,144,144,2,4478.000000,Basic
1,gen1,p,145,145,2,4058.000000,Basic
1,gen1,p,146,146,2,3665.000000,Basic
1,gen1,p,147,147,2,3344.000000,Basic
1,gen1,p,148,148,2,2908.000000,Basic
1,gen1,p,149,149,2,2712.000000,Basic
1,gen1,p,150,150,2,2627.000000,Basic
1,gen1,p,151,151,2,3006.000000,Basic
1,gen1,p,152,152,2,3049.000000,Basic
1,gen1,p,153,153,2,3111.000000,Basic
1,gen1,p,154,154,2,3356.000000,Basic
1,gen1,p,155,155,2,3637.000000,Basic
1,gen1,p,156,156,2,3854.000000,Basic
1,gen1,p,157,157,2,4314.000000,Basic
1,gen1,p,158,158,2,4220.000000,Basic
1,gen1,p,159,159,2,4236.000000,Basic
1,gen1,p,160,160,2,4271.000000,Basic
1,gen1,p,161,161,2,4151.000000,Basic
1,gen1,p,162,162,2,4566.000000,Basic
1,gen1,p,163,163,2,4960.000000,Basic
1,gen1,p,164,164,2,4965.000000,Basic
1,gen1,p,165,165,2,4783.000000,Basic
1,gen1,p,166,166,2,4561.000000,Basic
1,gen1,p,167,167,2,4546.000000,Basic
1,gen1,p,168,168,2,4314.000000,Basic
